,country,framework,users,type
2367,Israel,Play Framework,3,have used
2368,Yemen,Node.js,3,have used
2369,Rwanda,Angular,3,have used
2370,Nicaragua,Vue.js,3,have used
2371,Isle of Man,Vue.js,3,have used
2372,Yemen,Vue.js,3,have used
2373,Syrian Arab Republic,Django,3,have used
2374,Chile,Blazor,3,have used
2375,Jamaica,Laravel,3,have used
2376,Paraguay,Next.js,3,have used
2377,Nomadic,Django,3,have used
2378,Guinea,React.js,3,have used
2379,Andorra,Angular,3,have used
2380,Viet Nam,Play Framework,3,have used
2381,Myanmar,Angular.js,3,have used
2382,Luxembourg,Symfony,3,have used
2383,Myanmar,ASP.NET Core,3,have used
2384,United Republic of Tanzania,ASP.NET,3,have used
2385,Kuwait,Express,3,have used
2386,Panama,Laravel,3,have used
2387,Dominican Republic,Ruby on Rails,3,have used
2388,Mozambique,React.js,3,have used
2389,Panama,Nuxt.js,3,have used
2390,Mozambique,Vue.js,3,have used
2391,Australia,Play Framework,3,have used
2392,Mozambique,Laravel,3,have used
2393,Viet Nam,Symfony,3,have used
2394,Afghanistan,Gatsby,3,have used
2395,Cyprus,Ruby on Rails,3,have used
2396,Suriname,Flask,3,have used
2397,Kuwait,Flask,3,have used
2398,South Africa,Fastify,3,have used
2399,Suriname,Express,3,have used
2400,Serbia,Deno,2,have used
2401,Senegal,Laravel,2,have used
2402,Senegal,Symfony,2,have used
2403,Saudi Arabia,Symfony,2,have used
2404,Bosnia and Herzegovina,Deno,2,have used
2405,Singapore,Phoenix,2,have used
2406,Senegal,jQuery,2,have used
2407,Senegal,Vue.js,2,have used
2408,Singapore,Drupal,2,have used
2409,Bolivia,Ruby on Rails,2,have used
2410,Bhutan,Ruby on Rails,2,have used
2411,Turkmenistan,ASP.NET Core,2,have used
2412,Ethiopia,Ruby on Rails,2,have used
2413,Hungary,Phoenix,2,have used
2414,Ethiopia,Deno,2,have used
2415,"Congo, Republic of the...",Django,2,have used
2416,"Congo, Republic of the...",Vue.js,2,have used
2417,Togo,Express,2,have used
2418,Costa Rica,Nuxt.js,2,have used
2419,Costa Rica,Ruby on Rails,2,have used
2420,Croatia,Deno,2,have used
2421,Croatia,Drupal,2,have used
2422,Swaziland,React.js,2,have used
2423,Togo,Node.js,2,have used
2424,Swaziland,Express,2,have used
2425,Swaziland,Django,2,have used
2426,Suriname,React.js,2,have used
2427,Suriname,Node.js,2,have used
2428,Togo,React.js,2,have used
2429,Togo,Svelte,2,have used
2430,Togo,Vue.js,2,have used
2431,Togo,jQuery,2,have used
2432,Trinidad and Tobago,Angular,2,have used
2433,Croatia,Symfony,2,have used
2434,Sudan,Nuxt.js,2,have used
2435,Cuba,ASP.NET,2,have used
2436,Trinidad and Tobago,Angular.js,2,have used
2437,Togo,Django,2,have used
2438,Togo,ASP.NET,2,have used
2439,Trinidad and Tobago,Django,2,have used
2440,"Congo, Republic of the...",ASP.NET,2,have used
2441,Cambodia,Ruby on Rails,2,have used
2442,Thailand,Blazor,2,have used
2443,Cambodia,Symfony,2,have used
2444,Cambodia,Fastify,2,have used
2445,Tajikistan,Node.js,2,have used
2446,Tajikistan,Next.js,2,have used
2447,Tajikistan,Express,2,have used
2448,Tajikistan,Angular,2,have used
2449,Cambodia,ASP.NET Core,2,have used
2450,Cambodia,ASP.NET,2,have used
2451,Taiwan,Drupal,2,have used
2452,Cape Verde,Express,2,have used
2453,The former Yugoslav Republic of Macedonia,FastAPI,2,have used
2454,The former Yugoslav Republic of Macedonia,Fastify,2,have used
2455,Cape Verde,React.js,2,have used
2456,Syrian Arab Republic,Nuxt.js,2,have used
2457,Syrian Arab Republic,Fastify,2,have used
2458,Chile,Deno,2,have used
2459,Chile,Drupal,2,have used
2460,China,Symfony,2,have used
2461,Timor-Leste,Django,2,have used
2462,Sudan,ASP.NET Core,2,have used
2463,Cuba,Drupal,2,have used
2464,Slovakia,Drupal,2,have used
2465,Côte d'Ivoire,Symfony,2,have used
2466,Democratic Republic of the Congo,Django,2,have used
2467,South Korea,Drupal,2,have used
2468,Democratic Republic of the Congo,Flask,2,have used
2469,Democratic Republic of the Congo,Vue.js,2,have used
2470,Democratic Republic of the Congo,jQuery,2,have used
2471,Botswana,React.js,2,have used
2472,Tunisia,Blazor,2,have used
2473,Dominican Republic,Nuxt.js,2,have used
2474,Dominican Republic,Phoenix,2,have used
2475,Ecuador,Deno,2,have used
2476,Somalia,Next.js,2,have used
2477,Tunisia,Drupal,2,have used
2478,Somalia,Angular,2,have used
2479,Tunisia,Fastify,2,have used
2480,Ecuador,Ruby on Rails,2,have used
2481,Egypt,Deno,2,have used
2482,Egypt,Gatsby,2,have used
2483,Egypt,Play Framework,2,have used
2484,Slovenia,Deno,2,have used
2485,Botswana,Express,2,have used
2486,Estonia,Deno,2,have used
2487,Democratic Republic of the Congo,Blazor,2,have used
2488,South Korea,Play Framework,2,have used
2489,Cuba,Flask,2,have used
2490,Côte d'Ivoire,Nuxt.js,2,have used
2491,Cuba,Gatsby,2,have used
2492,Cuba,Laravel,2,have used
2493,Cuba,Phoenix,2,have used
2494,Sri Lanka,Drupal,2,have used
2495,Cuba,Ruby on Rails,2,have used
2496,Cuba,Svelte,2,have used
2497,Trinidad and Tobago,Express,2,have used
2498,Cyprus,Angular.js,2,have used
2499,Trinidad and Tobago,Laravel,2,have used
2500,Cyprus,Laravel,2,have used
2501,Cyprus,Phoenix,2,have used
2502,Czech Republic,Play Framework,2,have used
2503,Trinidad and Tobago,React.js,2,have used
2504,Côte d'Ivoire,Angular,2,have used
2505,Trinidad and Tobago,Vue.js,2,have used
2506,Côte d'Ivoire,Blazor,2,have used
2507,Côte d'Ivoire,Django,2,have used
2508,Saudi Arabia,Play Framework,2,have used
2509,Trinidad and Tobago,jQuery,2,have used
2510,Côte d'Ivoire,Next.js,2,have used
2511,South Korea,Symfony,2,have used
2512,Côte d'Ivoire,Drupal,2,have used
2513,Thailand,Drupal,2,have used
2514,Saudi Arabia,Phoenix,2,have used
2515,Mozambique,ASP.NET Core,2,have used
2516,Palestine,Gatsby,2,have used
2517,Palestine,Flask,2,have used
2518,Palestine,Fastify,2,have used
2519,Jordan,Blazor,2,have used
2520,Jordan,Drupal,2,have used
2521,Palestine,Angular.js,2,have used
2522,Mozambique,Express,2,have used
2523,Armenia,Gatsby,2,have used
2524,Jordan,Ruby on Rails,2,have used
2525,Armenia,Fastify,2,have used
2526,Pakistan,Phoenix,2,have used
2527,Kazakhstan,Blazor,2,have used
2528,Mozambique,FastAPI,2,have used
2529,Mozambique,Next.js,2,have used
2530,Myanmar,ASP.NET,2,have used
2531,Kenya,Deno,2,have used
2532,Oman,Next.js,2,have used
2533,Luxembourg,Svelte,2,have used
2534,Oman,Laravel,2,have used
2535,Oman,Flask,2,have used
2536,Oman,Angular.js,2,have used
2537,Oman,Angular,2,have used
2538,Oman,ASP.NET,2,have used
2539,Myanmar,Gatsby,2,have used
2540,Luxembourg,Gatsby,2,have used
2541,Jordan,Angular.js,2,have used
2542,Japan,Play Framework,2,have used
2543,Kosovo,Nuxt.js,2,have used
2544,Panama,Angular.js,2,have used
2545,Iraq,Symfony,2,have used
2546,Ireland,Deno,2,have used
2547,Philippines,Deno,2,have used
2548,Zambia,Angular,2,have used
2549,Montenegro,Angular.js,2,have used
2550,Montenegro,FastAPI,2,have used
2551,Bahrain,ASP.NET,2,have used
2552,Montenegro,Flask,2,have used
2553,Madagascar,Vue.js,2,have used
2554,Azerbaijan,Nuxt.js,2,have used
2555,Morocco,Deno,2,have used
2556,Yemen,Django,2,have used
2557,Paraguay,Symfony,2,have used
2558,Paraguay,Svelte,2,have used
2559,Azerbaijan,FastAPI,2,have used
2560,Azerbaijan,Deno,2,have used
2561,Paraguay,FastAPI,2,have used
2562,Jamaica,Next.js,2,have used
2563,Paraguay,Drupal,2,have used
2564,Paraguay,ASP.NET,2,have used
2565,Madagascar,FastAPI,2,have used
2566,Panama,Flask,2,have used
2567,Panama,Drupal,2,have used
2568,United Republic of Tanzania,ASP.NET Core,2,have used
2569,Madagascar,Angular.js,2,have used
2570,Norway,Nuxt.js,2,have used
2571,Kuwait,ASP.NET,2,have used
2572,Mongolia,Laravel,2,have used
2573,Kuwait,Play Framework,2,have used
2574,Kuwait,Svelte,2,have used
2575,Kuwait,Vue.js,2,have used
2576,Kuwait,jQuery,2,have used
2577,Kyrgyzstan,ASP.NET,2,have used
2578,Kyrgyzstan,Django,2,have used
2579,Andorra,Next.js,2,have used
2580,Albania,Svelte,2,have used
2581,Uzbekistan,Angular.js,2,have used
2582,Albania,Symfony,2,have used
2583,Lebanon,Symfony,2,have used
2584,Lebanon,Svelte,2,have used
2585,Kyrgyzstan,Next.js,2,have used
2586,Lebanon,Deno,2,have used
2587,Uzbekistan,Nuxt.js,2,have used
2588,Andorra,Angular.js,2,have used
2589,Nicaragua,Nuxt.js,2,have used
2590,Nicaragua,Next.js,2,have used
2591,Latvia,Symfony,2,have used
2592,Uzbekistan,Svelte,2,have used
2593,Nicaragua,Flask,2,have used
2594,Latvia,Nuxt.js,2,have used
2595,Nicaragua,Angular.js,2,have used
2596,New Zealand,Phoenix,2,have used
2597,"Venezuela, Bolivarian Republic of...",Fastify,2,have used
2598,Lao People's Democratic Republic,Next.js,2,have used
2599,Andorra,Vue.js,2,have used
2600,Kuwait,Nuxt.js,2,have used
2601,Kuwait,ASP.NET Core,2,have used
2602,Nomadic,ASP.NET,2,have used
2603,Norway,Fastify,2,have used
2604,Kuwait,Blazor,2,have used
2605,Saudi Arabia,Nuxt.js,2,have used
2606,Viet Nam,Drupal,2,have used
2607,Luxembourg,Django,2,have used
2608,Luxembourg,ASP.NET,2,have used
2609,Angola,jQuery,2,have used
2610,Nepal,Drupal,2,have used
2611,Angola,Vue.js,2,have used
2612,Libyan Arab Jamahiriya,Svelte,2,have used
2613,Angola,Next.js,2,have used
2614,Uruguay,Blazor,2,have used
2615,Libyan Arab Jamahiriya,React.js,2,have used
2616,Nepal,Symfony,2,have used
2617,Albania,Nuxt.js,2,have used
2618,Libyan Arab Jamahiriya,ASP.NET Core,2,have used
2619,Angola,Angular,2,have used
2620,Uruguay,Phoenix,2,have used
2621,"Venezuela, Bolivarian Republic of...",Symfony,2,have used
2622,Nomadic,Ruby on Rails,2,have used
2623,Kuwait,Laravel,2,have used
2624,Kuwait,Next.js,2,have used
2625,Uruguay,Svelte,2,have used
2626,Nomadic,Laravel,2,have used
2627,Nomadic,Angular.js,2,have used
2628,Mongolia,Nuxt.js,2,have used
2629,Yemen,React.js,2,have used
2630,Philippines,Play Framework,2,have used
2631,Republic of Moldova,FastAPI,2,have used
2632,Georgia,Svelte,2,have used
2633,Mauritius,Vue.js,2,have used
2634,Georgia,Symfony,2,have used
2635,Zimbabwe,ASP.NET Core,2,have used
2636,Ghana,Deno,2,have used
2637,Ghana,FastAPI,2,have used
2638,Zambia,jQuery,2,have used
2639,Ghana,Gatsby,2,have used
2640,Maldives,Express,2,have used
2641,Maldives,Blazor,2,have used
2642,Maldives,Angular,2,have used
2643,Malawi,Vue.js,2,have used
2644,Guatemala,Nuxt.js,2,have used
2645,Guatemala,Svelte,2,have used
2646,Guatemala,Symfony,2,have used
2647,Romania,Play Framework,2,have used
2648,Guinea,Django,2,have used
2649,Guinea,Node.js,2,have used
2650,Guyana,ASP.NET,2,have used
2651,Guyana,Angular,2,have used
2652,Belarus,Deno,2,have used
2653,Barbados,jQuery,2,have used
2654,Guyana,Laravel,2,have used
2655,Zimbabwe,Angular,2,have used
2656,Belize,Vue.js,2,have used
2657,Zimbabwe,Angular.js,2,have used
2658,Benin,FastAPI,2,have used
2659,Mali,FastAPI,2,have used
2660,Mali,Node.js,2,have used
2661,Gambia,Angular,2,have used
2662,Mali,Vue.js,2,have used
2663,Mali,jQuery,2,have used
2664,Benin,Laravel,2,have used
2665,Georgia,Blazor,2,have used
2666,Georgia,Deno,2,have used
2667,Malta,Blazor,2,have used
2668,Maldives,Vue.js,2,have used
2669,Malta,Next.js,2,have used
2670,Rwanda,FastAPI,2,have used
2671,Maldives,React.js,2,have used
2672,Afghanistan,Blazor,2,have used
2673,Mauritania,Express,2,have used
2674,Mauritania,Node.js,2,have used
2675,Mauritius,Blazor,2,have used
2676,Mauritius,Flask,2,have used
2677,Benin,ASP.NET Core,2,have used
2678,Rwanda,Nuxt.js,2,have used
2679,Georgia,Nuxt.js,2,have used
2680,Rwanda,Fastify,2,have used
2681,Republic of Moldova,Nuxt.js,2,have used
2682,Lao People's Democratic Republic,Express,2,have used
2683,Zambia,Flask,2,have used
2684,Iceland,Vue.js,2,have used
2685,Hong Kong (S.A.R.),Deno,2,have used
2686,Haiti,Node.js,2,have used
2687,Bahrain,Node.js,2,have used
2688,Haiti,React.js,2,have used
2689,United Arab Emirates,Ruby on Rails,2,have used
2690,Iceland,FastAPI,2,have used
2691,Republic of Korea,Fastify,2,have used
2692,United Arab Emirates,Deno,2,have used
2693,Republic of Korea,Angular.js,2,have used
2694,Republic of Korea,ASP.NET Core,2,have used
2695,Honduras,Blazor,2,have used
2696,Qatar,Next.js,2,have used
2697,United Arab Emirates,Fastify,2,have used
2698,Honduras,Django,2,have used
2699,Honduras,Gatsby,2,have used
2700,Mongolia,Angular,2,have used
2701,Hong Kong (S.A.R.),Phoenix,2,have used
2702,Honduras,Svelte,2,have used
2703,Honduras,Symfony,2,have used
2704,Republic of Korea,Nuxt.js,2,have used
2705,Mongolia,ASP.NET,2,have used
2706,Afghanistan,Deno,2,have used
2707,Iraq,ASP.NET,2,have used
2708,Iraq,Deno,2,have used
2709,"Iran, Islamic Republic of...",Play Framework,2,have used
2710,Bahrain,Django,2,have used
2711,Barbados,Laravel,2,have used
2712,Mongolia,Angular.js,2,have used
2713,Bahrain,Next.js,2,have used
2714,Afghanistan,Drupal,2,have used
2715,Guyana,jQuery,2,have used
2716,Guyana,Vue.js,2,have used
2717,Malawi,Gatsby,2,have used
2718,Republic of Moldova,Django,2,have used
2719,Zambia,Laravel,2,have used
2720,Zimbabwe,Drupal,1,have used
2721,Cambodia,Deno,1,have used
2722,Cambodia,Drupal,1,have used
2723,"Venezuela, Bolivarian Republic of...",Deno,1,have used
2724,Zambia,Drupal,1,have used
2725,Cambodia,FastAPI,1,have used
2726,"Venezuela, Bolivarian Republic of...",Gatsby,1,have used
2727,Bulgaria,Fastify,1,have used
2728,Algeria,Angular.js,1,have used
2729,The former Yugoslav Republic of Macedonia,Gatsby,1,have used
2730,Cambodia,Phoenix,1,have used
2731,The former Yugoslav Republic of Macedonia,Play Framework,1,have used
2732,Zimbabwe,Svelte,1,have used
2733,"Venezuela, Bolivarian Republic of...",Blazor,1,have used
2734,Brunei Darussalam,Ruby on Rails,1,have used
2735,Zimbabwe,Phoenix,1,have used
2736,Algeria,Angular,1,have used
2737,Togo,Flask,1,have used
2738,Zambia,ASP.NET,1,have used
2739,Afghanistan,Phoenix,1,have used
2740,Cambodia,Angular.js,1,have used
2741,Yemen,Angular.js,1,have used
2742,Brunei Darussalam,React.js,1,have used
2743,Timor-Leste,Vue.js,1,have used
2744,Viet Nam,Fastify,1,have used
2745,Zambia,Blazor,1,have used
2746,Burkina Faso,jQuery,1,have used
2747,Burkina Faso,Vue.js,1,have used
2748,Burkina Faso,Node.js,1,have used
2749,Zambia,Svelte,1,have used
2750,Zimbabwe,Blazor,1,have used
2751,Afghanistan,Ruby on Rails,1,have used
2752,Afghanistan,Play Framework,1,have used
2753,Burkina Faso,Express,1,have used
2754,Zambia,Phoenix,1,have used
2755,The former Yugoslav Republic of Macedonia,Blazor,1,have used
2756,The former Yugoslav Republic of Macedonia,Django,1,have used
2757,Albania,Deno,1,have used
2758,Afghanistan,Nuxt.js,1,have used
2759,Albania,Drupal,1,have used
2760,Togo,ASP.NET Core,1,have used
2761,Togo,Angular,1,have used
2762,Zambia,Symfony,1,have used
2763,Togo,Blazor,1,have used
2764,Zambia,Vue.js,1,have used
2765,Albania,Fastify,1,have used
2766,Togo,Drupal,1,have used
2767,Zambia,FastAPI,1,have used
2768,Albania,Phoenix,1,have used
2769,Zambia,Ruby on Rails,1,have used
2770,Cambodia,Blazor,1,have used
2771,Albania,Play Framework,1,have used
2772,"Venezuela, Bolivarian Republic of...",Phoenix,1,have used
2773,Albania,Ruby on Rails,1,have used
2774,Timor-Leste,React.js,1,have used
2775,Antigua and Barbuda,Fastify,1,have used
2776,Togo,Nuxt.js,1,have used
2777,Barbados,Next.js,1,have used
2778,Bolivia,Svelte,1,have used
2779,Belize,Express,1,have used
2780,Belize,Django,1,have used
2781,Belize,Deno,1,have used
2782,Belize,Blazor,1,have used
2783,Belize,Angular,1,have used
2784,Bosnia and Herzegovina,Gatsby,1,have used
2785,Belarus,Phoenix,1,have used
2786,Belarus,Gatsby,1,have used
2787,Barbados,Vue.js,1,have used
2788,Barbados,Symfony,1,have used
2789,Barbados,Svelte,1,have used
2790,Barbados,Node.js,1,have used
2791,Barbados,Express,1,have used
2792,Togo,Phoenix,1,have used
2793,Barbados,ASP.NET Core,1,have used
2794,United Arab Emirates,Drupal,1,have used
2795,Botswana,ASP.NET,1,have used
2796,Botswana,Django,1,have used
2797,Cambodia,Play Framework,1,have used
2798,United Arab Emirates,Phoenix,1,have used
2799,Bahrain,Flask,1,have used
2800,Bahrain,FastAPI,1,have used
2801,Bahrain,Express,1,have used
2802,Bahrain,Deno,1,have used
2803,Bahrain,Blazor,1,have used
2804,Bahrain,Angular.js,1,have used
2805,Botswana,Flask,1,have used
2806,Belize,Flask,1,have used
2807,Belize,Node.js,1,have used
2808,Belize,Svelte,1,have used
2809,Bolivia,Blazor,1,have used
2810,Turkmenistan,Svelte,1,have used
2811,Turkmenistan,Nuxt.js,1,have used
2812,Turkmenistan,Symfony,1,have used
2813,Turkmenistan,Next.js,1,have used
2814,Benin,Nuxt.js,1,have used
2815,Turkmenistan,Fastify,1,have used
2816,Benin,Gatsby,1,have used
2817,Turkmenistan,Drupal,1,have used
2818,Benin,Express,1,have used
2819,Benin,Phoenix,1,have used
2820,Benin,Drupal,1,have used
2821,Turkmenistan,ASP.NET,1,have used
2822,Uganda,FastAPI,1,have used
2823,Uganda,Fastify,1,have used
2824,Benin,Deno,1,have used
2825,Benin,Angular.js,1,have used
2826,Benin,Svelte,1,have used
2827,Uganda,Phoenix,1,have used
2828,Uganda,Play Framework,1,have used
2829,Uganda,Ruby on Rails,1,have used
2830,Uganda,Symfony,1,have used
2831,Bhutan,Angular,1,have used
2832,Bhutan,Django,1,have used
2833,Bhutan,Flask,1,have used
2834,Bhutan,Next.js,1,have used
2835,Bhutan,React.js,1,have used
2836,Bhutan,Vue.js,1,have used
2837,Bahrain,Angular,1,have used
2838,Bahrain,ASP.NET Core,1,have used
2839,Botswana,Laravel,1,have used
2840,Antigua and Barbuda,Django,1,have used
2841,Antigua and Barbuda,ASP.NET Core,1,have used
2842,Antigua and Barbuda,ASP.NET,1,have used
2843,Trinidad and Tobago,Node.js,1,have used
2844,Angola,Symfony,1,have used
2845,Angola,Svelte,1,have used
2846,Angola,Ruby on Rails,1,have used
2847,Uruguay,Deno,1,have used
2848,Angola,Django,1,have used
2849,Uruguay,Fastify,1,have used
2850,Angola,Angular.js,1,have used
2851,Uruguay,Nuxt.js,1,have used
2852,Uruguay,Play Framework,1,have used
2853,Angola,ASP.NET,1,have used
2854,Andorra,jQuery,1,have used
2855,Trinidad and Tobago,Drupal,1,have used
2856,Trinidad and Tobago,Blazor,1,have used
2857,Uzbekistan,Blazor,1,have used
2858,Andorra,Flask,1,have used
2859,Andorra,Express,1,have used
2860,Andorra,Drupal,1,have used
2861,Uzbekistan,Gatsby,1,have used
2862,Andorra,Deno,1,have used
2863,Andorra,Blazor,1,have used
2864,Togo,Symfony,1,have used
2865,Andorra,ASP.NET Core,1,have used
2866,Andorra,ASP.NET,1,have used
2867,Togo,Play Framework,1,have used
2868,Antigua and Barbuda,Deno,1,have used
2869,Antigua and Barbuda,Drupal,1,have used
2870,Bahamas,jQuery,1,have used
2871,Trinidad and Tobago,Nuxt.js,1,have used
2872,Bahamas,Ruby on Rails,1,have used
2873,Bahamas,Django,1,have used
2874,Botswana,Next.js,1,have used
2875,Azerbaijan,Ruby on Rails,1,have used
2876,Azerbaijan,Gatsby,1,have used
2877,Azerbaijan,Fastify,1,have used
2878,Tunisia,Deno,1,have used
2879,Armenia,Symfony,1,have used
2880,Armenia,Ruby on Rails,1,have used
2881,Armenia,Play Framework,1,have used
2882,United Republic of Tanzania,FastAPI,1,have used
2883,United Republic of Tanzania,Fastify,1,have used
2884,United Republic of Tanzania,Flask,1,have used
2885,United Republic of Tanzania,Nuxt.js,1,have used
2886,United Republic of Tanzania,Ruby on Rails,1,have used
2887,Botswana,Vue.js,1,have used
2888,Armenia,Deno,1,have used
2889,Botswana,jQuery,1,have used
2890,Antigua and Barbuda,jQuery,1,have used
2891,Antigua and Barbuda,Ruby on Rails,1,have used
2892,Antigua and Barbuda,Phoenix,1,have used
2893,Antigua and Barbuda,Nuxt.js,1,have used
2894,Antigua and Barbuda,Node.js,1,have used
2895,Trinidad and Tobago,Symfony,1,have used
2896,Antigua and Barbuda,Next.js,1,have used
2897,Antigua and Barbuda,Flask,1,have used
2898,Antigua and Barbuda,Express,1,have used
2899,Mali,Angular.js,1,have used
2900,Fiji,Nuxt.js,1,have used
2901,Cambodia,Svelte,1,have used
2902,North Korea,Phoenix,1,have used
2903,North Korea,Drupal,1,have used
2904,North Korea,Express,1,have used
2905,North Korea,FastAPI,1,have used
2906,North Korea,Fastify,1,have used
2907,North Korea,Flask,1,have used
2908,North Korea,Gatsby,1,have used
2909,North Korea,Laravel,1,have used
2910,North Korea,Next.js,1,have used
